Bahan,Lanmadaw,Yankin,South Oakklar,Hlaing,Sanchoung,Condo name,Total_Area_squft,Bedrooms,Bathrooms,Swimming Pool,Security,Gym,Has_Elevator,Has_Parking,View_type, Price_USD 
0,1,0,0,0,0,Bo Aung Kyaw  Condo,990,1,1,0,0,0,0,0,City View,"$27,777.78 "
0,1,0,0,0,0,Bo Aung Kyaw Tower Condo,1600,3,2,0,0,0,0,0,City View,"$151,111.11 "
0,1,0,0,0,0,Brillance Mansion Condo,930,2,1,1,1,1,1,1,City View,"$144,444.44 "
0,1,0,0,0,0,Brillance Mansion Condo,950,2,2,1,1,1,1,1,City View,"$177,777.78 "
0,1,0,0,0,0,Brillance Mansion Condo,1200,2,2,1,0,1,1,1,City View,"$233,333.33 "
0,1,0,0,0,0,Brillance Mansion Condo,1154,3,3,1,1,1,1,1,Garden View,"$233,333.33 "
0,1,0,0,0,0,Brillance Mansion Condo,1154,3,3,1,1,1,1,1,City View,"$188,888.89 "
0,1,0,0,0,0,Brillance Mansion Condo,1134,4,2,1,1,1,1,1,City View,"$188,888.89 "
0,1,0,0,0,0,Brillance Mansion Condo,935,2,2,1,1,1,1,1,City View,"$155,555.56 "
0,1,0,0,0,0,Brillance Mansion Condo,936,2,1,1,0,1,1,1,City View,"$155,555.56 "
0,1,0,0,0,0,Brillance Mansion Condo,1154,3,2,1,1,1,1,1,City View,"$184,444.44 "
0,1,0,0,0,0,Central Tower,2600,6,1,0,0,0,0,1,City View,"$173,333.33 "
0,1,0,0,0,0,City Shine mini Condo,1512,3,3,0,0,0,0,0,City View,"$133,333.33 "
0,1,0,0,0,0,City Shine mini Condo,1250,2,2,0,0,0,0,0,City View,"$91,111.11 "
0,1,0,0,0,0,Classic Strand Condo,1921,3,2,0,1,1,1,1,River View,"$200,000.00 "
0,1,0,0,0,0,CS D88,1500,2,2,0,0,0,0,0,City View,"$122,222.22 "
0,1,0,0,0,0,Dana Thiha Condo,2500,3,2,0,0,0,0,1,City View,"$155,555.56 "
0,1,0,0,0,0,Grate Wall Condo,1350,3,1,0,1,0,1,1,City View,"$166,666.67 "
0,1,0,0,0,0,Junction Mawtin Condo,1442,3,3,1,1,1,1,1,River View,"$217,777.78 "
0,1,0,0,0,0,Junction Mawtin Condo,1500,3,3,1,1,1,1,1,River View,"$217,777.78 "
0,1,0,0,0,0,Junction Mawtin Condo,1950,4,3,0,1,1,1,1,River View,"$255,555.56 "
0,1,0,0,0,0,Kili Yiek Thar Condo ,2500,3,4,0,1,0,1,1,City View,"$333,333.33 "
0,1,0,0,0,0,Lan Thit Yiek Thar Condo,770,2,2,1,1,0,0,0,River View,"$84,444.44 "
0,1,0,0,0,0,Lan Thit Yiek Thar Condo,1225,3,2,1,1,1,1,1,City View,"$122,222.22 "
0,1,0,0,0,0,Lanmadaw 16 st Condo,1125,2,3,0,0,0,1,0,City View,"$115,555.56 "
0,1,0,0,0,0,Lanmadaw plaza Condo,1008,2,2,0,0,0,1,0,City View,"$60,000.00 "
0,1,0,0,0,0,Lann 40 mini Condo,1250,2,2,0,0,0,0,1,City View,"$108,888.89 "
0,1,0,0,0,0,Lann Thit Yiek Thar Condo,805,2,1,0,1,0,1,1,City View,"$94,444.44 "
0,1,0,0,0,0,Magical World Condo,615,2,2,1,1,1,1,1,City View,"$113,333.33 "
0,1,0,0,0,0,Magical World Condo,614,2,2,1,1,1,1,1,City View,"$104,444.44 "
0,1,0,0,0,0,Magical World Condo (Tower D),589,2,2,,,,1,1,River View,"$128,888.89 "
0,1,0,0,0,0,Medical World Condo,614,2,1,,,,0,1,City,"$113,333.33 "
0,1,0,0,0,0,Megical Condo,613,2,2,,,,0,0,City,"$106,666.67 "
0,1,0,0,0,0,Megical Condo,391,1,1,,,,0,0,City,"$75,555.56 "
0,1,0,0,0,0,Megical World Condo,698,2,2,0,0,0,0,0,City View,"$122,222.22 "
0,1,0,0,0,0,Megical World Condo,350,1,1,1,1,1,0,0,Garden View,"$68,888.89 "
0,1,0,0,0,0,Megical World Condo,350,1,1,1,1,1,1,1,City View,"$70,000.00 "
0,1,0,0,0,0,Megical World Condo,613,2,1,1,1,1,1,1,Garden View,"$144,444.44 "
0,1,0,0,0,0,Megical World Condo,398,1,1,0,0,0,0,0,City View,"$72,222.22 "
0,1,0,0,0,0,Megical World Condo,417,1,1,1,0,0,1,1,Garden View,"$91,111.11 "
0,1,0,0,0,0,Megical World Condo,392,1,1,1,0,1,1,1,City View,"$88,888.89 "
0,1,0,0,0,0,Megical World Condo,406,1,1,1,1,1,1,1,City View,"$71,111.11 "
0,1,0,0,0,0,Megical World Condo,613,2,2,1,1,1,1,1,City View,"$122,222.22 "
0,1,0,0,0,0,Megical World Condo,428,1,1,1,1,1,1,1,City View,"$75,555.56 "
0,1,0,0,0,0,Megical World Condo,348,1,1,1,1,1,1,1,City View,"$68,888.89 "
0,1,0,0,0,0,Megical World Condo ,400,1,1,1,1,1,1,1,City View,"$88,888.89 "
0,1,0,0,0,0,Megical World Stylish Condo,400,1,1,0,0,0,0,0,City View,"$73,111.11 "
0,1,0,0,0,0,Merchet Suite Condo,1470,3,3,1,1,1,1,1,City View,"$133,333.33 "
0,1,0,0,0,0,MGW Tower,2360,3,2,0,0,0,1,1,City View,"$113,333.33 "
0,1,0,0,0,0,Min Ye Kyaw Swar Condo,2200,3,3,0,1,0,1,1,City View,"$195,555.56 "
0,1,0,0,0,0,Mingalar Tower Condo,1500,3,1,0,0,0,0,1,City View,"$55,555.56 "
0,1,0,0,0,0,MWEA Tower Condo,1550,3,4,0,0,0,0,0,City View,"$117,777.78 "
0,1,0,0,0,0,Myawaddy Condo,1950,4,3,0,1,0,1,1,City View,"$255,555.56 "
0,1,0,0,0,0,Myawaddy Condo,1950,4,4,0,1,1,1,0,City View,"$255,555.56 "
0,1,0,0,0,0,Myawaddy Condo,2000,3,2,0,1,0,1,1,City View,"$255,555.56 "
0,1,0,0,0,0,Myawaddy Condo,1905,2,1,0,1,0,1,1,City View,"$177,777.78 "
0,1,0,0,0,0,Naing Group Sule Tower,742,1,1,0,1,0,1,1,City View,"$88,888.89 "
0,1,0,0,0,0,Naing Group Sule Tower Condo,1227,2,2,1,1,1,1,0,City View,"$217,777.78 "
0,1,0,0,0,0,Naing Group Tower,1500,2,1,0,1,0,0,0,City View,"$244,444.44 "
0,1,0,0,0,0,Nyaung Pin Lay Zay Condo,1250,2,1,0,1,0,1,1,City View,"$84,444.44 "
0,1,0,0,0,0,Nyaung Pin Lay Zay Condo    ,1300,1,1,0,1,0,1,1,City View,"$77,777.78 "
0,1,0,0,0,0,Nyaung Pin Lay Zay Condo     ,1300,3,2,0,1,0,1,1,City View,"$131,111.11 "
0,1,0,0,0,0,Olympic Tower Condo,3000,5,6,0,0,0,0,0,City View,"$244,444.44 "
0,1,0,0,0,0,Pan So Dan Condo,1980,3,2,0,0,0,0,0,City View,"$222,222.22 "
0,1,0,0,0,0,Pansodan business Tower,900,1,1,0,0,0,1,1,City View,"$44,444.44 "
0,1,0,0,0,0,Pansodan condo,1250,2,2,0,1,0,1,0,City View,"$122,222.22 "
0,1,0,0,0,0,Pansodan Road Tower,3000,3,2,0,1,0,1,1,City View,"$133,333.33 "
0,1,0,0,0,0,Penthouse Luxury Condo,3136,4,1,0,1,0,1,1,City View,"$555,555.56 "
0,1,0,0,0,0,Penthouse Luxury Condo,7783,5,1,0,1,0,1,1,City View,"$600,000.00 "
0,1,0,0,0,0,Phoe Sein Condo,1750,3,3,0,0,0,1,1,City View,"$82,666.67 "
0,1,0,0,0,0,Pin Lone Htate Htar Condo,1500,2,2,0,0,0,0,0,City View,"$155,555.56 "
0,1,0,0,0,0,Ruby 36 Condo,1029,2,1,0,1,0,1,0,City View,"$217,777.78 "
0,1,0,0,0,0,Ruby 36 Condo,1100,3,2,0,0,0,1,1,City View,"$33,333.33 "
0,1,0,0,0,0,Shine Condo,1250,3,2,0,1,0,1,0,City View,"$122,222.22 "
0,1,0,0,0,0,Shine Condo,3000,3,3,0,0,0,0,0,City View,"$444,444.44 "
0,1,0,0,0,0,Strand Condo,1825,4,3,0,1,0,1,1,City View,"$188,888.89 "
0,1,0,0,0,0,Strand Condo,1970,4,3,0,1,0,1,1,City View,"$144,444.44 "
0,1,0,0,0,0,Sule Square Tower,1227,2,2,1,1,1,1,1,City View,"$217,777.78 "
0,1,0,0,0,0,Sule Tower,1342,3,3,0,0,0,1,1,City View,"$134,200.00 "
0,1,0,0,0,0,Sule Tower,1350,3,3,0,0,0,0,0,City View,"$300,000.00 "
0,1,0,0,0,0,Sule Tower,1250,2,1,0,1,0,1,1,City View,"$144,444.44 "
0,1,0,0,0,0,Sule Tower 2,1227,2,2,1,0,1,1,0,City View,"$217,777.78 "
0,1,0,0,0,0,Sule Tower 2 Condo,1100,2,2,1,1,1,1,1,City View,"$106,666.67 "
0,1,0,0,0,0,Tak Lann Condo,1500,3,2,0,1,0,1,0,City View,"$122,222.22 "
0,1,0,0,0,0,Tak Lann Condo,770,2,2,1,1,0,1,1,River View,"$84,444.44 "
0,1,0,0,0,0,Time Square Condo,1800,3,2,0,1,0,1,1,City View,"$153,333.33 "
0,1,0,0,0,0,United Condo,1980,1,1,0,0,0,1,0,City View,"$244,444.44 "
0,1,0,0,0,0,War Dan Land Condo,2500,2,2,0,1,0,1,1,City View,"$91,111.11 "
0,1,0,0,0,0,Yadanar Mying Condo,1925,4,2,0,0,0,0,0,City View,"$93,333.33 "
0,1,0,0,0,0,Zizawar Condo,3800,3,3,0,0,0,0,0,Nice View,"$333,333.33 "
0,1,0,0,0,0,Zizawar Condo,7600,6,5,0,0,0,1,0,City View,"$355,555.56 "
0,0,0,0,0,1,Shwe Pyi Aye,1150,3,2,1,1,1,1,1,City View,"$4,444.44 "
0,0,0,0,0,1,Shwe Pyi Aye,1200,4,1,1,1,1,1,1,shwe dagon pagoda view,"$133,333.33 "
0,0,0,0,0,1,Shwe Pyi Aye,1280,4,1,1,1,1,1,1,Garden View,"$126,666.67 "
0,0,0,0,0,1,Shwe Pyi Aye,1300,3,2,1,1,1,1,1,Pool View,"$6,666.67 "
0,0,0,0,0,1,Shwe Pyi Aye,1350,3,2,1,1,1,1,1,Street View,"$13,333.33 "
0,0,0,0,0,1,Shwe Pyi Aye,1400,3,2,1,1,1,1,1,City View,"$64,444.44 "
0,0,0,0,0,1,Shwe Pyi Aye,1180,3,2,1,1,1,1,0,Garden View,"$7,555.56 "
0,0,0,0,0,1,Shwe Pyi Aye,1255,4,1,1,1,1,1,1,City View,"$11,111.11 "
0,0,0,0,0,1,Shwe Pyi Aye,1320,3,2,1,1,1,1,1,Pool View,"$16,000.00 "
0,0,0,0,0,1,Shwe Pyi Aye,1450,3,2,1,1,1,1,1,shwe dagon pagoda view,"$5,555.56 "
0,0,0,0,0,1,Twin Centro,1150,3,2,0,0,0,1,1,City View,"$52,000.00 "
0,0,0,0,0,1,Twin Centro,1200,2,3,1,1,1,1,1,City View,"$133,333.33 "
0,0,0,0,0,1,Twin Centro,1280,1,4,0,0,0,1,1,Garden View,"$17,333.33 "
0,0,0,0,0,1,Twin Centro,1300,3,2,1,1,1,1,1,Pool View,"$12,666.67 "
0,0,0,0,0,1,Twin Centro,1350,3,2,1,1,1,1,1,City View,"$19,777.78 "
0,0,0,0,0,1,Twin Centro,1400,3,2,1,1,1,0,1,City View,"$17,333.33 "
0,0,0,0,0,1,Twin Centro,1180,3,2,1,1,1,1,1,Garden View,"$12,444.44 "
0,0,0,0,0,1,Twin Centro,1255,3,2,1,1,1,1,1,City View,"$6,444.44 "
0,0,0,0,0,1,Twin Centro,1320,3,2,1,1,1,1,1,Pool View,"$2,666.67 "
0,0,0,0,0,1,Twin Centro,1450,3,2,1,1,1,1,1,shwe dagon pagoda view,"$138,888.89 "
0,0,0,0,0,1,Twin Centro,1100,3,2,1,1,1,1,1,City View,"$13,333.33 "
0,0,0,0,0,1,Twin Centro,1380,3,2,1,1,1,1,1,City View,"$14,888.89 "
0,0,0,0,0,1,Twin Centro,1220,3,2,1,1,1,1,1,City View,"$12,000.00 "
0,0,0,0,0,1,Twin Centro,1290,4,1,1,1,1,0,1,City View,"$12,444.44 "
0,0,0,0,0,1,Twin Centro,1345,3,2,0,0,0,1,1,City View,"$5,111.11 "
0,0,0,0,0,1,Twin Centro,1175,4,1,1,1,1,1,0,City View,"$128,444.44 "
0,0,0,0,0,1,Twin Centro,1275,3,2,1,1,1,1,1,Garden View,"$4,888.89 "
0,0,0,0,0,1,Twin Centro,1230,3,2,1,1,1,1,0,Pool View,"$148,888.89 "
0,0,0,0,0,1,Twin Centro,1190,4,1,1,1,1,1,1,City View,"$17,555.56 "
0,0,0,0,0,1,Twin Centro,1210,3,2,1,1,1,1,1,shwe dagon pagoda view,"$175,333.33 "
0,0,0,0,0,1,Twin Centro,1260,3,2,1,1,1,1,1,Street View,"$15,111.11 "
0,0,0,0,0,1,Twin Centro,1245,4,1,1,1,1,1,1,City View,"$111,111.11 "
0,0,0,0,0,1,Twin Centro,1310,3,2,1,1,1,1,1,Pool View,"$15,111.11 "
0,0,0,0,0,1,Twin Centro,1330,3,2,1,1,1,1,1,Garden View,"$3,333.33 "
0,0,0,0,0,1,Twin Centro,1160,3,2,1,1,1,1,1,City View,"$10,000.00 "
0,0,0,0,0,1,Twin Centro,1375,4,1,1,1,1,1,1,shwe dagon pagoda view,"$11,555.56 "
0,0,0,0,0,1,Twin Centro,1360,3,2,1,1,1,1,1,Pool View,"$4,000.00 "
0,0,0,0,0,1,Twin Centro,1140,3,2,1,1,1,1,1,City View,"$14,444.44 "
0,0,0,0,0,1,Twin Centro,1390,3,2,1,1,1,1,1,City View,"$12,444.44 "
0,0,0,0,0,1,Twin Centro,1425,3,2,1,1,1,1,1,City View,"$14,888.89 "
0,0,0,0,0,1,aung taw mu lan,1250,1,1,0,0,0,1,0,City View,"$1,111,111.11 "
0,0,0,0,0,1,aung taw mu lan,1250,1,1,0,0,0,1,1,City View,"$111,111.11 "
0,0,0,0,0,1,Aung Taw Mu Lan,980,2,1,0,1,0,1,1,City View,"$2,666.67 "
0,0,0,0,0,1,Aung Taw Mu Lan,1150,3,2,1,0,1,1,1,Lake View,"$12,222.22 "
0,0,0,0,0,1,Aung Taw Mu Lan,1030,3,1,0,1,0,1,1,Garden View,"$7,777.78 "
0,0,0,0,0,1,Aung Taw Mu Lan,1200,4,1,0,0,1,1,1,Street View,"$11,111.11 "
0,0,0,0,0,1,Aung Taw Mu Lan,870,2,1,0,1,0,1,1,City View,"$3,333.33 "
0,0,0,0,0,1,Aung Taw Mu Lan,1100,3,1,1,0,0,1,1,Garden View,"$10,000,000.00 "
0,0,0,0,0,1,Aung Taw Mu Lan,950,2,1,0,1,0,1,1,Lake View,"$4,888.89 "
0,0,0,0,0,1,Aung Taw Mu Lan,1050,3,1,0,0,1,1,1,City View,"$1,066,666.67 "
0,0,0,0,0,1,Aung Taw Mu Lan,980,2,1,0,1,0,1,1,Street View,"$6,666.67 "
0,0,0,0,0,1,Aung Taw Mu Lan,1155,3,2,0,0,1,1,1,Garden View,"$13,333.33 "
0,0,0,0,0,1,barkayr condo,1350,2,1,0,1,0,1,1,City View,"$333,333.33 "
0,0,0,0,0,1,blazon Condo,1600,3,1,0,1,0,1,1,City View,"$15,555.56 "
0,0,0,0,0,1,condo for rent,1558,3,3,0,1,0,1,1,Shwe Dagon Pagoda View,"$4,000.00 "
0,0,0,0,0,1,crystal condo,1900,5,2,1,1,1,1,0,City View,"$55,555.56 "
0,0,0,0,0,1,crystal condo,1927,4,2,1,1,1,1,1,"City View, river view","$511,111.11 "
0,0,0,0,0,1,Gold Land,1230,3,1,1,0,1,1,0,City View,"$111,111.11 "
0,0,0,0,0,1,Golden Land,2010,3,3,1,0,0,1,1,City View,"$217,777.78 "
0,0,0,0,0,1,Golden Land,1150,3,8,0,1,1,0,1,City View,"$129,333.33 "
0,0,0,0,0,1,Golden Land,980,2,7,1,1,0,1,1,Street View,"$1,366,666.67 "
0,0,0,0,0,1,Golden Land,1300,3,9,0,1,1,1,1,Lake View,"$211,777.78 "
0,0,0,0,0,1,Golden Land,1020,2,3,0,1,0,1,1,City View,"$11,555.56 "
0,0,0,0,0,1,Golden Land,1240,4,11,0,1,1,1,1,Garden View,"$196,444.44 "
0,0,0,0,0,1,Grand Khit thar,2400,3,1,0,0,0,1,1,City View,"$355,555.56 "
0,0,0,0,0,1,Grand Khit thar,1230,3,1,0,1,1,1,1,City View,"$11,111.11 "
0,0,0,0,0,1,Grand Khit thar,1190,3,2,1,1,0,1,1,Lake View,"$16,222.22 "
0,0,0,0,0,1,Grand Khit thar,1120,2,2,0,0,1,1,0,Garden View,"$14,444.44 "
0,0,0,0,0,1,Grand Khit thar,1300,4,1,1,1,0,1,1,Street View,"$17,333.33 "
0,0,0,0,0,1,Grand Khit thar,1090,2,1,0,1,1,1,1,Lake View,"$11,777.78 "
0,0,0,0,0,1,Grand Khit thar,1340,4,2,0,0,1,1,1,Garden View,"$21,111.11 "
0,0,0,0,0,1,Grand Khit thar,980,3,1,0,0,0,1,1,City View,"$13,555.56 "
0,0,0,0,0,1,Grand Khit thar,1270,3,2,1,0,1,1,1,Lake View,"$15,333.33 "
0,0,0,0,0,1,Grand Khit thar,1150,2,1,0,0,0,1,1,Street View,"$12,000.00 "
0,0,0,0,0,1,Grand Khit thar,1225,3,2,0,1,1,1,1,Garden,"$3,555.56 "
0,0,0,0,0,1,KBZ tower,1304,3,1,1,1,1,1,1,City View,"$9,555.56 "
0,0,0,0,0,1,Khay Mar Residence,1500,4,1,0,1,1,1,1,City View,"$51,111.11 "
0,0,0,0,0,1,Khay Mar Residence,1588,2,2,0,1,0,1,1,City View,"$4,000.00 "
0,0,0,0,0,1,Khay Mar Residence,1588,3,3,0,1,1,1,0,City View,"$10,000.00 "
0,0,0,0,0,1,Khay Mar Residence,2450,4,4,0,1,0,1,1,City View,"$28,888.89 "
0,0,0,0,0,1,Khay Mar Residence,2540,4,3,0,1,0,1,1,City View,"$3,333.33 "
0,0,0,0,0,1,Khay Mar Residence,1558,3,1,0,1,0,1,1,City View,"$4,000.00 "
0,0,0,0,0,1,Khay Mar Residence,2540,3,1,0,1,0,1,1,City View,"$31,111.11 "
0,0,0,0,0,1,Khay Mar Residence,1500,4,1,0,1,0,1,1,City View,"$200,000.00 "
0,0,0,0,0,1,Khay Mar Residence,2540,2,1,0,1,0,1,1,City View,"$33,333.33 "
0,0,0,0,0,1,Khay Mar Residence,1500,2,1,0,1,0,1,1,City View,"$200,000.00 "
0,0,0,0,0,1,Khay Mar Residence,2540,3,1,0,1,0,1,1,City View,"$288,888.89 "
0,0,0,0,0,1,Khay Mar Residence,1330,2,1,0,1,0,1,1,City View,"$108,888.89 "
0,0,0,0,0,1,Khay Mar Residence,2540,5,5,0,1,0,1,1,City View,"$288,888.89 "
0,0,0,0,0,1,La mie,1680,1,2,0,0,0,1,1,City View,"$15,555.56 "
0,0,0,0,0,1,Mingalr lan,1500,3,2,0,0,0,1,1,City View,"$3,777.78 "
0,0,0,0,0,1,mini condo,1250,3,2,0,1,0,1,1,City View,"$111,111.11 "
0,0,0,0,0,1,mini condo,1200,2,1,0,1,1,1,1,City View,"$4,444.44 "
0,0,0,0,0,1,mini condo,1250,4,1,0,0,1,1,1,City View,"$154,444.44 "
0,0,0,0,0,1,mini condo,1160,2,1,0,1,0,0,1,City View,"$333,333.33 "
0,0,0,0,0,1,mini condo,1250,2,2,0,0,0,1,1,City View,"$2,222.22 "
0,0,0,0,0,1,mini condo,1792,3,1,0,0,0,1,1,City View,"$4,000.00 "
0,0,0,0,0,1,Myat Mingalr,1250,4,2,0,1,1,1,1,City View,"$1,333,333.33 "
0,0,0,0,0,1,Myat Mingalr,2014,3,4,1,0,1,1,1,Shwe Dagon Pagoda View,"$133,333.33 "
0,0,0,0,0,1,Myat Mingalr,2000,3,2,1,1,1,1,1,Shwe Dagon Pagoda View,"$133,333.33 "
0,0,0,0,0,1,Myat Mingalr,2022,3,4,0,1,0,1,1,City View,"$400,000.00 "
0,0,0,0,0,1,Myat Mingalr,2014,3,1,0,0,0,1,1,City View,"$400,000.00 "
0,0,0,0,0,1,myay ni kone mini condo,1250,2,2,0,1,0,1,1,City View,"$333,333.33 "
0,0,0,0,0,1,myay ni kone mini condo,1800,3,3,0,1,0,1,1,City View,"$1,444,444.44 "
0,0,0,0,0,1,Myay nu lan condo,1600,3,2,0,0,0,1,1,City View,"$5,555.56 "
0,0,0,0,0,1,Myay nu lan condo,1550,3,2,0,1,0,1,1,City View,"$188,888.89 "
0,0,0,0,0,1,Myay nu lan condo,1580,2,1,0,0,0,1,1,City View,"$177,777.78 "
0,0,0,0,0,1,Myay Nu Lan Condo,1150,3,5,0,1,1,1,1,City View,#VALUE!
0,0,0,0,0,1,Myay Nu Lan Condo,980,2,7,1,1,0,1,1,Street View,"$13,666.67 "
0,0,0,0,0,1,Myay Nu Lan Condo,1300,3,9,0,1,1,0,1,Lake View,"$21,177.78 "
0,0,0,0,0,1,Myay Nu Lan Condo,1020,2,3,0,1,0,1,1,City View,"$11,555.56 "
0,0,0,0,0,1,Myay Nu Lan Condo,1240,4,11,0,1,1,1,1,Garden View,"$19,644.44 "
0,0,0,0,0,1,Nan_Htite_TawWin,1750,4,3,1,1,0,1,1,City View,"$6,666.67 "
0,0,0,0,0,1,Nan_Htite_TawWin,1750,4,3,0,1,0,1,1,City View,"$217,777.78 "
0,0,0,0,0,1,one bed condo,950,1,1,0,1,0,1,1,City View,"$177,777.78 "
0,0,0,0,0,1,penthouse ,2300,3,1,0,0,0,1,1,City View,"$41,777.78 "
0,0,0,0,0,1,Pyay Garden ,900,4,3,1,1,1,1,1,City View,"$1,444,444.44 "
0,0,0,0,0,1,Pyay Garden ,900,1,1,1,1,1,1,0,City View,"$1,688,888.89 "
0,0,0,0,0,1,Pyay Garden ,1200,3,1,1,0,1,1,1,City View,"$154,444.44 "
0,0,0,0,0,1,red hill condo,1480,3,2,0,1,0,1,1,City View,"$4,000.00 "
0,0,0,0,0,1,red hill condo,1520,3,3,0,1,0,1,1,City View,"$6,666.67 "
0,0,0,0,0,1,red hill condo,1250,3,2,1,1,1,1,1,City View,"$66,666.67 "
0,0,0,0,0,1,red hill condo,1711,2,1,0,0,0,1,1,City View,"$266,666.67 "
0,0,0,0,0,1,red hill condo,2760,6,1,1,1,1,1,1,City View,"$6,222.22 "
0,0,0,0,0,1,red hill condo,1711,6,1,1,1,1,1,1,City View,"$6,666.67 "
0,0,0,0,0,1,red hill condo,1787,5,1,1,1,1,1,0,City View,"$222,222.22 "
0,0,0,0,0,1,red hill condo,1504,5,1,1,1,1,1,1,City View,"$1,888,888.89 "
0,0,0,0,0,1,red hill condo,1304,2,1,1,1,1,1,1,City View,"$1,000,000.00 "
0,0,0,0,0,1,red hill condo,866,2,1,1,0,1,1,1,City View,"$40,000.00 "
0,0,0,0,0,1,red hill condo,1007,1,1,0,1,1,1,1,City View,"$17,111.11 "
0,0,0,0,0,1,red hill condo,1142,3,1,1,1,0,1,1,City View,"$171,777.78 "
0,0,0,0,0,1,red hill condo,1321,4,2,1,1,1,1,1,Lake View,"$9,111.11 "
0,0,0,0,0,1,red hill condo,1300,4,1,0,0,0,1,1,Street View,"$17,333.33 "
0,0,0,0,0,1,red hill condo,1150,2,1,0,0,0,1,1,Street View,"$12,000.00 "
0,0,0,0,0,1,red hill condo,1150,3,2,1,1,1,0,1,City View,"$128,888.89 "
0,0,0,0,0,1,red hill condo,1200,3,2,1,1,1,1,1,City View,"$1,333,333.33 "
0,0,0,0,0,1,red hill condo,1280,3,2,1,1,1,1,1,Garden View,"$126,666.67 "
0,0,0,0,0,1,red hill condo,1300,3,2,1,1,0,1,0,Pool View,"$131,111.11 "
0,0,0,0,0,1,red hill condo,1350,3,2,1,1,1,1,1,Street View,"$135,555.56 "
0,0,0,0,0,1,red hill condo,1400,3,2,1,1,1,1,1,City View,"$134,444.44 "
0,0,0,0,0,1,red hill condo,1180,3,2,1,1,1,1,1,Garden View,"$132,222.22 "
0,0,0,0,0,1,red hill condo,1255,3,2,1,1,1,1,1,City View,"$18,888.89 "
0,0,0,0,0,1,red hill condo,1320,4,1,1,1,1,1,1,Pool View,"$136,000.00 "
0,0,0,0,0,1,red hill condo,1450,4,1,1,1,1,1,1,shwe dagon pagoda view,"$14,000.00 "
0,0,0,0,0,1,Royal Sinmin ,1800,3,2,1,1,1,1,1,City View,"$58,888.89 "
0,0,0,0,0,1,Sanchoung condo,1500,3,1,1,1,1,1,1,City View,"$333,333.33 "
0,0,0,0,0,1,Sanchoung Condo,1120,2,2,0,0,0,1,1,City View,"$7,333.33 "
0,0,0,0,0,1,Sanchoung Condo,1250,3,2,1,1,1,1,1,Lake View,"$17,555.56 "
0,0,0,0,0,1,Sanchoung Condo,980,3,1,0,0,0,1,1,City View,"$10,666.67 "
0,0,0,0,0,1,Sanchoung Condo,1180,3,2,0,1,0,1,1,City View,"$12,444.44 "
0,0,0,0,0,1,Sanchoung Condo,1020,1,2,0,1,1,1,1,City View,"$8,822.22 "
0,0,0,0,0,1,Sanchoung Condo,1340,4,2,0,1,0,1,1,City View,"$16,444.44 "
0,0,0,0,0,1,Sanchoung Condo,900,2,1,0,0,0,1,1,City View,"$6,888.89 "
0,0,0,0,0,1,Sanchoung Condo,1100,2,2,0,1,0,1,1,City View,"$10,000.00 "
0,0,0,0,0,1,Sanchoung Condo,1200,3,2,0,0,1,1,1,City View,"$13,333.33 "
0,0,0,0,0,1,Sanchoung Condo,950,2,2,0,0,0,1,1,City View,"$8,000.00 "
0,0,0,0,0,1,Sanchoung Garden residence,1056,2,1,1,1,1,1,1,City View,"$124,444.44 "
0,0,0,0,0,1,Sanchoung Garden residence,1500,3,1,1,1,0,1,1,City View,"$8,222.22 "
0,0,0,0,0,1,Sanchoung Garden residence,9800,1,1,1,1,1,1,1,City View,"$17,333.33 "
0,0,0,0,0,1,Sanchoung Garden residence,1500,2,2,0,1,1,1,0,City View,"$7,111.11 "
0,0,0,0,0,1,Sanchoung Garden residence,980,3,2,1,1,0,1,1,City View,"$5,555.56 "
0,0,0,0,0,1,Sanchoung Garden residence,1500,4,2,1,0,1,1,1,Shwe Dagon Pagoda View,"$66,666.67 "
0,0,0,0,0,1,Sanchoung Garden residence,1056,2,2,1,1,1,0,1,City View,"$4,666.67 "
0,0,0,0,0,1,Sanchoung Garden residence,1150,2,2,1,1,1,1,1,City View,"$11,333.33 "
0,0,0,0,0,1,Sanchoung Garden residence,1056,3,3,1,1,1,1,1,City View,"$177,777.78 "
0,0,0,0,0,1,Sanchoung Garden residence,1056,2,2,1,1,1,1,1,City View,"$5,555.56 "
0,0,0,0,0,1,Sanchoung Garden residence,1050,2,2,1,1,1,1,1,City View,"$152,222.22 "
0,0,0,0,0,1,Sanchoung Garden residence,1056,2,2,1,1,1,1,1,City View,"$10,000.00 "
0,0,0,0,0,1,Sanchoung Garden residence,1056,3,2,1,1,1,1,1,Shwe Dagon Pagoda View,"$18,444.44 "
0,0,0,0,0,1,Sanchoung Garden residence,2000,3,2,1,1,1,1,1,City View,"$33,333.33 "
0,0,0,0,0,1,Sanchoung Garden residence,2500,3,1,1,1,1,1,1,City View,"$55,555.56 "
0,0,0,0,0,1,Sanchoung Garden residence,1056,2,1,1,1,1,1,1,City View,"$10,444.44 "
0,0,0,0,0,1,Sanchoung Garden residence,1056,2,1,1,0,1,1,1,windsor view,"$133,333.33 "
0,0,0,0,0,1,Sanchoung Garden residence,1056,2,1,1,1,1,1,1,windsor view,"$12,444.44 "
0,0,0,0,0,1,Sanchoung Garden residence,800,2,1,1,1,1,1,1,Shwe Dagon Pagoda View,"$111,111.11 "
